CPM_ID	CHP_ID	Dosage_ratio
UHF0151	CHP01127	0.0331
UHF0151	CHP00289	0.0331
UHF0151	CHP00339	0.0331
UHF0151	CHP00001	0.0331
UHF0151	CHP05996	0.0331
UHF0151	CHP00316	0.0331
UHF0151	CHP06128	0.0331
UHF0151	CHP06157	0.0331
UHF0151	CHP00948	0.0331
UHF0151	CHP00779	0.0331
UHF0151	CHP00306	0.0207
UHF0151	CHP06004	0.0207
UHF0151	CHP06355	0.0124
UHF0151	CHP06001	0.0124
UHF0151	CHP00238	0.0124
UHF0151	CHP01146	0.0124
UHF0151	CHP05914	0.0062
UHF0147	CHP00001	0.1099
UHF0147	CHP05996	0.1099
UHF0147	CHP06157	0.1099
UHF0147	CHP06202	0.1099
UHF0147	CHP00948	0.1099
UHF0147	CHP06231	0.0549
UHF0147	CHP01127	0.0549
UHF0147	CHP00289	0.0549
UHF0147	CHP00339	0.0549
UHF0147	CHP00316	0.0549
UHF0147	CHP00779	0.0549
UHF0147	CHP00238	0.044
UHF0147	CHP01146	0.044
UHF0147	CHP06001	0.033
UHF0146	CHP01519	0.0691
UHF0146	CHP06210	0.0691
UHF0146	CHP01146	0.0691
UHF0146	CHP05607	0.0691
UHF0146	CHP06264	0.0552
UHF0146	CHP06328	0.0552
UHF0146	CHP06282	0.0552
UHF0146	CHP04764	0.0552
UHF0146	CHP04482	0.0552
UHF0146	CHP03198	0.0552
UHF0146	CHP03344	0.0552
UHF0146	CHP00640	0.0552
UHF0146	CHP02443	0.0552
UHF0146	CHP06280	0.0359
UHF0146	CHP03672	0.0359
UHF0146	CHP06241	0.0331
UHF0146	CHP06276	0.0304
UHF0146	CHP00238	0.0304
UHF0146	CHP00035	0.0276
UHF0146	CHP04571	0.0166
UHF0146	CHP00513	0.0166
UHF0134	CHP06242	0.1235
UHF0134	CHP06241	0.1235
UHF0134	CHP03731	0.1235
UHF0134	CHP03352	0.1111
UHF0134	CHP04000	0.0741
UHF0134	CHP04047	0.0741
UHF0134	CHP05682	0.0741
UHF0134	CHP04106	0.0741
UHF0134	CHP00384	0.0741
UHF0134	CHP00640	0.0741
UHF0134	CHP02265	0.0741
UHF0158	CHP06246	0.125
UHF0158	CHP06287	0.125
UHF0158	CHP06355	0.125
UHF0158	CHP01161	0.125
UHF0158	CHP00306	0.125
UHF0158	CHP02219	0.125
UHF0158	CHP00316	0.125
UHF0158	CHP00238	0.125
UHF0369	CHP06212	0.2927
UHF0369	CHP04902	0.1951
UHF0369	CHP02685	0.1463
UHF0369	CHP00308	0.1463
UHF0369	CHP05255	0.1463
UHF0369	CHP04065	0.0732
UHF0362	CHP01757	0.25
UHF0362	CHP02685	0.125
UHF0362	CHP00308	0.125
UHF0362	CHP03475	0.125
UHF0362	CHP05255	0.125
UHF0362	CHP04902	0.125
UHF0362	CHP02750	0.125
UHF0364	CHP00004	0.188
UHF0364	CHP00216	0.188
UHF0364	CHP04065	0.1128
UHF0364	CHP02685	0.0677
UHF0364	CHP05255	0.0677
UHF0364	CHP06210	0.0677
UHF0364	CHP04150	0.0451
UHF0364	CHP01515	0.0451
UHF0364	CHP06146	0.0451
UHF0364	CHP04863	0.0376
UHF0364	CHP00844	0.0376
UHF0364	CHP00059	0.0376
UHF0364	CHP01127	0.0376
UHF0364	CHP03344	0.0226
UHF0365	CHP04065	0.1463
UHF0365	CHP02685	0.0976
UHF0365	CHP05255	0.0976
UHF0365	CHP01515	0.0976
UHF0365	CHP00308	0.0976
UHF0365	CHP00238	0.0976
UHF0365	CHP05194	0.0732
UHF0365	CHP04173	0.0488
UHF0365	CHP06231	0.0488
UHF0365	CHP05294	0.0488
UHF0365	CHP00289	0.0488
UHF0365	CHP01146	0.0488
UHF0365	CHP05104	0.0488
UHF0368	CHP06212	0.6186
UHF0368	CHP04065	0.1031
UHF0368	CHP03013	0.0619
UHF0368	CHP02685	0.0619
UHF0368	CHP05255	0.0619
UHF0368	CHP00308	0.0619
UHF0368	CHP00306	0.0206
UHF0368	CHP06001	0.0103
UHF0367	CHP04902	0.3472
UHF0367	CHP00997	0.3472
UHF0367	CHP02685	0.0556
UHF0367	CHP05255	0.0556
UHF0367	CHP00308	0.0556
UHF0367	CHP06256	0.0347
UHF0367	CHP06163	0.0347
UHF0367	CHP06282	0.0278
UHF0367	CHP03013	0.0139
UHF0367	CHP03672	0.0139
UHF0367	CHP04861	0.0139
UHF0366	CHP02685	0.3333
UHF0366	CHP05255	0.3333
UHF0366	CHP00308	0.3333
UHF0370	CHP06264	0.3831
UHF0370	CHP01368	0.2299
UHF0370	CHP02685	0.1149
UHF0370	CHP05255	0.1149
UHF0370	CHP06323	0.0575
UHF0370	CHP02009	0.0383
UHF0370	CHP01757	0.0383
UHF0370	CHP06282	0.023
UHF0371	CHP01368	0.2479
UHF0371	CHP00997	0.2479
UHF0371	CHP02750	0.2479
UHF0371	CHP04065	0.0826
UHF0371	CHP02685	0.0551
UHF0371	CHP00308	0.0551
UHF0371	CHP05255	0.0551
UHF0371	CHP01146	0.0083
UHF0373	CHP04065	0.3695
UHF0373	CHP01368	0.0788
UHF0373	CHP00308	0.0788
UHF0373	CHP06282	0.0788
UHF0373	CHP05255	0.0788
UHF0373	CHP04861	0.0788
UHF0373	CHP04258	0.0788
UHF0373	CHP00997	0.0788
UHF0373	CHP03130	0.0788
UHF0372	CHP02685	0.1571
UHF0372	CHP05255	0.1571
UHF0372	CHP00308	0.1571
UHF0372	CHP01368	0.0785
UHF0372	CHP04861	0.0785
UHF0372	CHP04258	0.0785
UHF0372	CHP06282	0.0628
UHF0372	CHP03672	0.0628
UHF0372	CHP06163	0.0628
UHF0372	CHP06210	0.0524
UHF0372	CHP01757	0.0524
UHF0363	CHP00308	0.1923
UHF0363	CHP04258	0.1282
UHF0363	CHP01368	0.0897
UHF0363	CHP05255	0.0897
UHF0363	CHP02685	0.0897
UHF0363	CHP04861	0.0641
UHF0363	CHP00997	0.0513
UHF0363	CHP06366	0.0385
UHF0363	CHP06176	0.0385
UHF0363	CHP00948	0.0385
UHF0363	CHP06282	0.0256
UHF0363	CHP05486	0.0256
UHF0363	CHP01757	0.0256
UHF0363	CHP00844	0.0256
UHF0363	CHP03342	0.0256
UHF0363	CHP01326	0.0256
UHF0363	CHP00779	0.0256
UHF0361	CHP02685	0.2041
UHF0361	CHP05255	0.2041
UHF0361	CHP01368	0.102
UHF0361	CHP04258	0.102
UHF0361	CHP00997	0.102
UHF0361	CHP03871	0.068
UHF0361	CHP04861	0.068
UHF0361	CHP02750	0.068
UHF0361	CHP06146	0.0408
UHF0361	CHP01757	0.0408
UHF0374	CHP02685	0.3
UHF0374	CHP05255	0.3
UHF0374	CHP00997	0.3
UHF0374	CHP04065	0.1
UHF0375	CHP02685	0.25
UHF0375	CHP05255	0.25
UHF0375	CHP00308	0.25
UHF0375	CHP06016	0.25
UHF0360	CHP01368	0.159
UHF0360	CHP05255	0.106
UHF0360	CHP00308	0.106
UHF0360	CHP04258	0.106
UHF0360	CHP04861	0.0742
UHF0360	CHP06366	0.053
UHF0360	CHP03664	0.0424
UHF0360	CHP04150	0.0424
UHF0360	CHP01515	0.0424
UHF0360	CHP00238	0.0424
UHF0360	CHP03672	0.0353
UHF0360	CHP03352	0.0353
UHF0360	CHP02904	0.0353
UHF0360	CHP01146	0.0353
UHF0360	CHP06282	0.0212
UHF0360	CHP01757	0.0212
UHF0360	CHP00339	0.0212
UHF0360	CHP00779	0.0212
UHF0406	CHP04065	0.1667
UHF0406	CHP02751	0.1667
UHF0406	CHP01515	0.1667
UHF0406	CHP05878	0.1667
UHF0406	CHP06342	0.1667
UHF0406	CHP05195	0.0833
UHF0406	CHP02839	0.0833
UHF0461	CHP06212	0.5
UHF0461	CHP01118	0.25
UHF0461	CHP01690	0.25
UHF0460	CHP01118	0.25
UHF0460	CHP06241	0.25
UHF0460	CHP06212	0.25
UHF0460	CHP04697	0.25
UHF0459	CHP01118	0.8
UHF0459	CHP04697	0.2
UHF0462	CHP06246	0.1429
UHF0462	CHP01771	0.1429
UHF0462	CHP00238	0.1429
UHF0462	CHP06177	0.1429
UHF0462	CHP06176	0.1429
UHF0462	CHP06193	0.1429
UHF0462	CHP01898	0.1429
UHF0423	CHP03797	0.1493
UHF0423	CHP02839	0.1493
UHF0423	CHP02913	0.1493
UHF0423	CHP02750	0.1493
UHF0423	CHP01758	0.0746
UHF0423	CHP05557	0.0746
UHF0423	CHP06128	0.0746
UHF0423	CHP01516	0.0597
UHF0423	CHP03997	0.0597
UHF0423	CHP01519	0.0299
UHF0423	CHP02305	0.0299
UHF0225	CHP04322	0.6667
UHF0225	CHP03999	0.3333
UHF0224	CHP06224	0.3333
UHF0224	CHP03124	0.1667
UHF0224	CHP03999	0.1667
UHF0224	CHP00608	0.1667
UHF0224	CHP00451	0.1667
UHF0223	CHP05255	0.5
UHF0223	CHP04902	0.5
UHF0221	CHP00451	0.2874
UHF0221	CHP03999	0.1724
UHF0221	CHP03124	0.1609
UHF0221	CHP06224	0.1437
UHF0221	CHP00308	0.0891
UHF0221	CHP00608	0.0891
UHF0221	CHP06320	0.0287
UHF0221	CHP02023	0.0287
UHF0222	CHP06224	0.3968
UHF0222	CHP03999	0.1587
UHF0222	CHP03124	0.0794
UHF0222	CHP00308	0.0794
UHF0222	CHP03120	0.0794
UHF0222	CHP00608	0.0794
UHF0222	CHP00451	0.0794
UHF0222	CHP06320	0.0238
UHF0222	CHP02023	0.0238
UHF0218	CHP04322	0.2
UHF0218	CHP04333	0.2
UHF0218	CHP02756	0.2
UHF0218	CHP02748	0.2
UHF0218	CHP02305	0.2
UHF0219	CHP03999	0.2143
UHF0219	CHP02305	0.2143
UHF0219	CHP06320	0.1786
UHF0219	CHP02756	0.1786
UHF0219	CHP00608	0.131
UHF0219	CHP03124	0.0833
UHF0220	CHP03999	0.3529
UHF0220	CHP06266	0.2941
UHF0220	CHP04047	0.1765
UHF0220	CHP04902	0.1765
UHF0063	CHP02750	1.0
UHF0066	CHP06212	0.8264
UHF0066	CHP03013	0.0413
UHF0066	CHP00784	0.0248
UHF0066	CHP06231	0.0248
UHF0066	CHP04902	0.0248
UHF0066	CHP02023	0.0248
UHF0066	CHP00289	0.0248
UHF0066	CHP05914	0.0041
UHF0066	CHP06001	0.0041
UHF0065	CHP06212	0.7075
UHF0065	CHP05195	0.0731
UHF0065	CHP04065	0.0472
UHF0065	CHP04453	0.0472
UHF0065	CHP05194	0.0472
UHF0065	CHP06241	0.0142
UHF0065	CHP06279	0.0142
UHF0065	CHP04106	0.0142
UHF0065	CHP00306	0.0118
UHF0065	CHP06001	0.0118
UHF0065	CHP06396	0.0118
UHF0064	CHP03013	0.3678
UHF0064	CHP06220	0.1609
UHF0064	CHP04047	0.1149
UHF0064	CHP01127	0.1149
UHF0064	CHP02750	0.1149
UHF0064	CHP00306	0.069
UHF0064	CHP06001	0.0345
UHF0064	CHP05408	0.023
UHF0293	CHP05194	0.24
UHF0293	CHP05195	0.2
UHF0293	CHP02219	0.2
UHF0293	CHP03013	0.06
UHF0293	CHP06240	0.06
UHF0293	CHP04902	0.06
UHF0293	CHP06241	0.03
UHF0293	CHP06279	0.03
UHF0293	CHP04861	0.03
UHF0293	CHP01118	0.03
UHF0293	CHP02750	0.03
UHF0293	CHP04697	0.03
UHF0469	CHP05104	0.625
UHF0469	CHP04697	0.375
UHF0466	CHP05104	0.4
UHF0466	CHP04697	0.2
UHF0466	CHP04888	0.2
UHF0466	CHP02839	0.2
UHF0478	CHP06320	0.2
UHF0478	CHP02839	0.2
UHF0478	CHP01118	0.2
UHF0478	CHP00071	0.1333
UHF0478	CHP00534	0.1333
UHF0478	CHP06255	0.0667
UHF0478	CHP04888	0.0667
UHF0476	CHP03797	0.1739
UHF0476	CHP06217	0.1739
UHF0476	CHP02839	0.1739
UHF0476	CHP02913	0.1739
UHF0476	CHP06320	0.1304
UHF0476	CHP04047	0.087
UHF0476	CHP05682	0.087
UHF0477	CHP02751	0.4717
UHF0477	CHP05790	0.1887
UHF0477	CHP03797	0.0283
UHF0477	CHP03796	0.0283
UHF0477	CHP06264	0.0283
UHF0477	CHP04764	0.0283
UHF0477	CHP04888	0.0283
UHF0477	CHP05104	0.0283
UHF0477	CHP01516	0.0283
UHF0477	CHP00071	0.0283
UHF0477	CHP02839	0.0283
UHF0477	CHP02913	0.0283
UHF0477	CHP02748	0.0283
UHF0477	CHP06288	0.0142
UHF0477	CHP03977	0.0142
UHF0475	CHP03732	0.2941
UHF0475	CHP05255	0.2941
UHF0475	CHP06282	0.0588
UHF0475	CHP01127	0.0588
UHF0475	CHP02750	0.0588
UHF0475	CHP02265	0.0588
UHF0475	CHP03352	0.0588
UHF0475	CHP04047	0.0588
UHF0475	CHP00640	0.0588
UHF0473	CHP06320	0.25
UHF0473	CHP02839	0.25
UHF0473	CHP04888	0.1667
UHF0473	CHP04697	0.1667
UHF0473	CHP00534	0.1667
UHF0470	CHP02751	0.5
UHF0470	CHP03130	0.5
UHF0463	CHP01898	0.7692
UHF0463	CHP02568	0.0769
UHF0463	CHP06197	0.0769
UHF0463	CHP06191	0.0462
UHF0463	CHP03198	0.0308
UHF0464	CHP00288	0.75
UHF0464	CHP00557	0.1875
UHF0464	CHP06176	0.0625
UHF0465	CHP01898	0.1765
UHF0465	CHP06242	0.1176
UHF0465	CHP01399	0.1176
UHF0465	CHP05491	0.1176
UHF0465	CHP03342	0.1176
UHF0465	CHP02166	0.1176
UHF0465	CHP04629	0.1176
UHF0465	CHP06175	0.1176
UHF0467	CHP01118	0.25
UHF0467	CHP06144	0.25
UHF0467	CHP02405	0.25
UHF0467	CHP04047	0.25
UHF0474	CHP03130	0.625
UHF0474	CHP06221	0.1875
UHF0474	CHP06371	0.1875
UHF0480	CHP06255	1.0
UHF0479	CHP00147	1.0
UHF0471	CHP06320	0.5
UHF0471	CHP02305	0.5
UHF0472	CHP02751	0.2
UHF0472	CHP03130	0.2
UHF0472	CHP01644	0.2
UHF0472	CHP02405	0.2
UHF0472	CHP02113	0.2
UHF0468	CHP04047	0.5
UHF0468	CHP05682	0.5
UHF0228	CHP03871	1.0
UHF0062	CHP03800	0.3333
UHF0062	CHP02566	0.3333
UHF0062	CHP02023	0.3333
UHF0061	CHP04065	0.1
UHF0061	CHP03800	0.1
UHF0061	CHP06279	0.1
UHF0061	CHP06210	0.1
UHF0061	CHP06144	0.1
UHF0061	CHP01118	0.1
UHF0061	CHP02566	0.1
UHF0061	CHP02219	0.1
UHF0061	CHP05194	0.1
UHF0061	CHP04697	0.1
UHF0436	CHP04697	0.5556
UHF0436	CHP03797	0.1667
UHF0436	CHP02305	0.1667
UHF0436	CHP06320	0.1111
UHF0435	CHP06320	0.25
UHF0435	CHP02839	0.25
UHF0435	CHP02913	0.25
UHF0435	CHP02305	0.25
UHF0408	CHP01399	0.5
UHF0408	CHP06371	0.5
UHF0407	CHP06371	1.0
UHF0409	CHP04322	0.8197
UHF0409	CHP04697	0.1639
UHF0409	CHP04629	0.0164
UHF0088	CHP04002	0.4762
UHF0088	CHP06279	0.0794
UHF0088	CHP04124	0.0794
UHF0088	CHP05408	0.0794
UHF0088	CHP04106	0.0635
UHF0088	CHP02750	0.0635
UHF0088	CHP06255	0.0317
UHF0088	CHP02566	0.0317
UHF0088	CHP04047	0.0317
UHF0088	CHP05682	0.0317
UHF0088	CHP01118	0.0317
UHF0086	CHP06255	0.0909
UHF0086	CHP06241	0.0909
UHF0086	CHP06266	0.0909
UHF0086	CHP06217	0.0909
UHF0086	CHP03731	0.0909
UHF0086	CHP00306	0.0909
UHF0086	CHP00274	0.0909
UHF0086	CHP04867	0.0909
UHF0086	CHP02748	0.0909
UHF0086	CHP04697	0.0909
UHF0086	CHP02443	0.0909
UHF0087	CHP06217	0.125
UHF0087	CHP03704	0.125
UHF0087	CHP00306	0.125
UHF0087	CHP03635	0.125
UHF0087	CHP00360	0.125
UHF0087	CHP00274	0.125
UHF0087	CHP04867	0.125
UHF0087	CHP04697	0.125
UHF0085	CHP06242	0.0845
UHF0085	CHP01118	0.0845
UHF0085	CHP06241	0.0845
UHF0085	CHP06279	0.0845
UHF0085	CHP06217	0.0845
UHF0085	CHP03731	0.0845
UHF0085	CHP04629	0.0845
UHF0085	CHP00274	0.0845
UHF0085	CHP02748	0.0845
UHF0085	CHP04697	0.0845
UHF0085	CHP02443	0.0845
UHF0085	CHP04867	0.0423
UHF0085	CHP00306	0.0282
UHF0079	CHP06282	0.3571
UHF0079	CHP00360	0.3571
UHF0079	CHP02750	0.1786
UHF0079	CHP04106	0.1071
UHF0093	CHP02566	0.1667
UHF0093	CHP06279	0.1667
UHF0093	CHP05919	0.1667
UHF0093	CHP06144	0.1667
UHF0093	CHP03731	0.1667
UHF0093	CHP06175	0.1667
UHF0094	CHP03731	0.3
UHF0094	CHP06175	0.3
UHF0094	CHP06241	0.2
UHF0094	CHP06279	0.2
UHF0076	CHP06241	0.1667
UHF0076	CHP06210	0.1667
UHF0076	CHP06144	0.1667
UHF0076	CHP02219	0.1667
UHF0076	CHP03352	0.1667
UHF0076	CHP03997	0.1667
UHF0077	CHP03997	0.2941
UHF0077	CHP04065	0.1059
UHF0077	CHP02557	0.1059
UHF0077	CHP03975	0.1059
UHF0077	CHP06210	0.1059
UHF0077	CHP00356	0.1059
UHF0077	CHP02219	0.1059
UHF0077	CHP00306	0.0353
UHF0077	CHP04867	0.0353
UHF0073	CHP06144	0.1667
UHF0073	CHP03731	0.1667
UHF0073	CHP03344	0.1667
UHF0073	CHP06240	0.1389
UHF0073	CHP06241	0.1389
UHF0073	CHP02750	0.1389
UHF0073	CHP06279	0.0833
UHF0074	CHP06279	0.4
UHF0074	CHP04697	0.4
UHF0074	CHP03731	0.16
UHF0074	CHP06175	0.04
UHF0089	CHP06255	0.1633
UHF0089	CHP02566	0.1633
UHF0089	CHP04047	0.1633
UHF0089	CHP04106	0.1633
UHF0089	CHP02023	0.1633
UHF0089	CHP02750	0.1633
UHF0089	CHP05408	0.0204
UHF0090	CHP04106	0.625
UHF0090	CHP06279	0.1875
UHF0090	CHP02750	0.1875
UHF0091	CHP02566	0.2727
UHF0091	CHP02750	0.1818
UHF0091	CHP04106	0.1091
UHF0091	CHP06241	0.0545
UHF0091	CHP04000	0.0545
UHF0091	CHP06272	0.0545
UHF0091	CHP01118	0.0545
UHF0091	CHP04697	0.0545
UHF0091	CHP06240	0.0273
UHF0091	CHP03731	0.0273
UHF0091	CHP05996	0.0273
UHF0091	CHP06157	0.0273
UHF0091	CHP03306	0.0273
UHF0091	CHP00513	0.0273
UHF0096	CHP04106	0.2913
UHF0096	CHP01118	0.2913
UHF0096	CHP02566	0.1165
UHF0096	CHP06144	0.1165
UHF0096	CHP02750	0.1165
UHF0096	CHP03731	0.0583
UHF0096	CHP05408	0.0097
UHF0097	CHP02566	0.1639
UHF0097	CHP02750	0.1639
UHF0097	CHP04902	0.1093
UHF0097	CHP04106	0.1093
UHF0097	CHP01118	0.1093
UHF0097	CHP06242	0.0656
UHF0097	CHP06241	0.0656
UHF0097	CHP04047	0.0656
UHF0097	CHP06144	0.0656
UHF0097	CHP03731	0.0656
UHF0097	CHP05408	0.0164
UHF0098	CHP06255	0.3333
UHF0098	CHP06240	0.2222
UHF0098	CHP04000	0.2222
UHF0098	CHP06241	0.1111
UHF0098	CHP04697	0.1111
UHF0095	CHP06266	0.6098
UHF0095	CHP02566	0.122
UHF0095	CHP02023	0.122
UHF0095	CHP06255	0.0366
UHF0095	CHP04764	0.0366
UHF0095	CHP02750	0.0366
UHF0095	CHP00513	0.0366
UHF0067	CHP02566	0.1266
UHF0067	CHP06241	0.1266
UHF0067	CHP02750	0.1266
UHF0067	CHP06157	0.1266
UHF0067	CHP06144	0.0759
UHF0067	CHP03731	0.0759
UHF0067	CHP04106	0.0759
UHF0067	CHP01118	0.0759
UHF0067	CHP03306	0.0759
UHF0067	CHP04697	0.0759
UHF0067	CHP06240	0.038
UHF0078	CHP02566	0.0904
UHF0078	CHP06241	0.0904
UHF0078	CHP03975	0.0904
UHF0078	CHP05889	0.0904
UHF0078	CHP04000	0.0904
UHF0078	CHP06144	0.0904
UHF0078	CHP04902	0.0904
UHF0078	CHP05996	0.0904
UHF0078	CHP06157	0.0904
UHF0078	CHP03731	0.0602
UHF0078	CHP06279	0.0181
UHF0078	CHP06282	0.0181
UHF0078	CHP06363	0.0181
UHF0078	CHP00306	0.0181
UHF0078	CHP02219	0.0181
UHF0078	CHP04867	0.0181
UHF0078	CHP04697	0.0181
UHF0080	CHP04259	0.1731
UHF0080	CHP02023	0.1731
UHF0080	CHP06210	0.1154
UHF0080	CHP01118	0.1154
UHF0080	CHP01757	0.1154
UHF0080	CHP06282	0.0577
UHF0080	CHP04764	0.0577
UHF0080	CHP00306	0.0577
UHF0080	CHP02084	0.0577
UHF0080	CHP00513	0.0577
UHF0080	CHP05408	0.0192
UHF0084	CHP02566	0.1786
UHF0084	CHP06320	0.1786
UHF0084	CHP04453	0.119
UHF0084	CHP02023	0.119
UHF0084	CHP02305	0.119
UHF0084	CHP06255	0.0714
UHF0084	CHP06279	0.0357
UHF0084	CHP04902	0.0357
UHF0084	CHP04106	0.0357
UHF0084	CHP01757	0.0357
UHF0084	CHP02750	0.0357
UHF0084	CHP04697	0.0357
UHF0081	CHP00071	0.1948
UHF0081	CHP00389	0.1299
UHF0081	CHP02748	0.1299
UHF0081	CHP06323	0.0779
UHF0081	CHP06271	0.0779
UHF0081	CHP04473	0.0779
UHF0081	CHP03198	0.0779
UHF0081	CHP00003	0.0779
UHF0081	CHP05360	0.0779
UHF0081	CHP01771	0.0779
UHF0082	CHP01118	0.1364
UHF0082	CHP06241	0.1364
UHF0082	CHP06144	0.1364
UHF0082	CHP05255	0.1364
UHF0082	CHP00306	0.1136
UHF0082	CHP02219	0.1136
UHF0082	CHP05408	0.1136
UHF0082	CHP04867	0.1136
UHF0083	CHP02219	0.5
UHF0083	CHP04867	0.5
UHF0072	CHP02566	0.1923
UHF0072	CHP06241	0.1923
UHF0072	CHP06279	0.1923
UHF0072	CHP06144	0.1923
UHF0072	CHP04106	0.1923
UHF0072	CHP06255	0.0385
UHF0070	CHP04065	0.1685
UHF0070	CHP06320	0.1685
UHF0070	CHP06279	0.1685
UHF0070	CHP02566	0.1124
UHF0070	CHP06144	0.1124
UHF0070	CHP01118	0.1124
UHF0070	CHP04697	0.1124
UHF0070	CHP06282	0.0449
UHF0071	CHP06320	0.5714
UHF0071	CHP01368	0.2143
UHF0071	CHP01118	0.2143
UHF0075	CHP04106	0.2459
UHF0075	CHP06241	0.1967
UHF0075	CHP02750	0.1967
UHF0075	CHP05194	0.1475
UHF0075	CHP06279	0.0984
UHF0075	CHP01118	0.0984
UHF0075	CHP00306	0.0164
UHF0069	CHP04453	0.3846
UHF0069	CHP04065	0.0769
UHF0069	CHP03797	0.0769
UHF0069	CHP06279	0.0769
UHF0069	CHP06210	0.0769
UHF0069	CHP06144	0.0769
UHF0069	CHP05194	0.0769
UHF0069	CHP01118	0.0769
UHF0069	CHP06320	0.0385
UHF0069	CHP02219	0.0385
UHF0068	CHP06241	0.25
UHF0068	CHP06279	0.25
UHF0068	CHP03731	0.25
UHF0068	CHP04697	0.25
UHF0092	CHP05807	0.7109
UHF0092	CHP02084	0.0711
UHF0092	CHP06366	0.0474
UHF0092	CHP06210	0.0474
UHF0092	CHP04867	0.0474
UHF0092	CHP01323	0.0474
UHF0092	CHP06355	0.0071
UHF0092	CHP01515	0.0071
UHF0092	CHP03344	0.0071
UHF0092	CHP02748	0.0071
UHF0438	CHP05004	0.25
UHF0438	CHP01351	0.25
UHF0438	CHP00308	0.25
UHF0438	CHP02084	0.25
UHF0437	CHP05790	0.4545
UHF0437	CHP06342	0.4545
UHF0437	CHP02839	0.0455
UHF0437	CHP04867	0.0455
UHF0448	CHP02750	0.1485
UHF0448	CHP06240	0.099
UHF0448	CHP04047	0.099
UHF0448	CHP06221	0.099
UHF0448	CHP03731	0.099
UHF0448	CHP05682	0.099
UHF0448	CHP00071	0.099
UHF0448	CHP02265	0.099
UHF0448	CHP02410	0.099
UHF0448	CHP04106	0.0594
UHF0447	CHP06320	1.0
UHF0243	CHP03130	1.0
UHF0242	CHP03130	1.0
UHF0229	CHP04036	0.4405
UHF0229	CHP06246	0.0661
UHF0229	CHP03672	0.0661
UHF0229	CHP01515	0.0661
UHF0229	CHP00216	0.0661
UHF0229	CHP01146	0.0661
UHF0229	CHP05607	0.0661
UHF0229	CHP01771	0.0661
UHF0229	CHP01519	0.0441
UHF0229	CHP04473	0.0264
UHF0229	CHP05360	0.0264
UHF0240	CHP03130	0.5714
UHF0240	CHP02023	0.1714
UHF0240	CHP06211	0.0857
UHF0240	CHP04259	0.0857
UHF0240	CHP01757	0.0857
UHF0235	CHP03130	0.9009
UHF0235	CHP02967	0.0901
UHF0235	CHP04322	0.009
UHF0236	CHP04322	0.8091
UHF0236	CHP03130	0.1618
UHF0236	CHP06282	0.0097
UHF0236	CHP01127	0.0097
UHF0236	CHP00779	0.0097
UHF0234	CHP04322	0.8197
UHF0234	CHP03130	0.1639
UHF0234	CHP01146	0.0164
UHF0241	CHP03130	0.3774
UHF0241	CHP02023	0.2264
UHF0241	CHP06256	0.1132
UHF0241	CHP04259	0.1132
UHF0241	CHP02750	0.1132
UHF0241	CHP00513	0.0566
UHF0231	CHP03130	0.625
UHF0231	CHP01758	0.0938
UHF0231	CHP04124	0.0938
UHF0231	CHP02023	0.0938
UHF0231	CHP01644	0.0938
UHF0232	CHP03130	0.2609
UHF0232	CHP04124	0.2174
UHF0232	CHP02023	0.2174
UHF0232	CHP01644	0.2174
UHF0232	CHP06210	0.087
UHF0233	CHP01127	0.3333
UHF0233	CHP03130	0.3333
UHF0233	CHP06210	0.1111
UHF0233	CHP02023	0.1111
UHF0233	CHP01757	0.1111
UHF0230	CHP03130	0.6897
UHF0230	CHP04259	0.1034
UHF0230	CHP02023	0.1034
UHF0230	CHP06210	0.0517
UHF0230	CHP01757	0.0517
UHF0237	CHP03130	0.2128
UHF0237	CHP02239	0.0638
UHF0237	CHP01758	0.0638
UHF0237	CHP02024	0.0638
UHF0237	CHP06229	0.0638
UHF0237	CHP03672	0.0638
UHF0237	CHP02023	0.0638
UHF0237	CHP01757	0.0638
UHF0237	CHP03198	0.0638
UHF0237	CHP02084	0.0638
UHF0237	CHP06211	0.0426
UHF0237	CHP06210	0.0426
UHF0237	CHP04764	0.0426
UHF0237	CHP04259	0.0426
UHF0237	CHP04482	0.0426
UHF0238	CHP05807	0.4545
UHF0238	CHP03130	0.2727
UHF0238	CHP00004	0.0909
UHF0238	CHP03672	0.0909
UHF0238	CHP05607	0.0909
UHF0239	CHP00004	0.3333
UHF0239	CHP03672	0.3333
UHF0239	CHP05607	0.3333
UHF0444	CHP04901	0.6667
UHF0444	CHP04047	0.3333
UHF0206	CHP05807	0.6667
UHF0206	CHP06193	0.3333
UHF0207	CHP03130	0.3448
UHF0207	CHP05807	0.3448
UHF0207	CHP03767	0.1034
UHF0207	CHP01519	0.1034
UHF0207	CHP01898	0.1034
UHF0208	CHP02166	0.8571
UHF0208	CHP02196	0.1429
UHF0210	CHP04382	0.16
UHF0210	CHP06282	0.16
UHF0210	CHP04902	0.16
UHF0210	CHP04106	0.16
UHF0210	CHP00306	0.16
UHF0210	CHP05996	0.16
UHF0210	CHP06001	0.04
UHF0211	CHP04047	0.0635
UHF0211	CHP02750	0.0635
UHF0211	CHP00001	0.0635
UHF0211	CHP01871	0.0635
UHF0211	CHP02566	0.0381
UHF0211	CHP00784	0.0381
UHF0211	CHP06231	0.0381
UHF0211	CHP06266	0.0381
UHF0211	CHP04591	0.0381
UHF0211	CHP04106	0.0381
