cpm_id	Source	Target	attention
UHF0165	CHP00099	Cold therapeutic	0.12728
UHF0165	Dry therapeutic	Dry therapeutic	0.163385
UHF0165	Hot therapeutic	Dry therapeutic	0.160181
UHF0165	CHP00004	Dry therapeutic	0.04897
UHF0165	CHP00240	Dry therapeutic	0.066716
UHF0165	Cold therapeutic	Dry therapeutic	0.047668
UHF0165	CHP00274	Dry therapeutic	0.103415
UHF0165	CHP00779	Dry therapeutic	0.037371
UHF0165	CHP04764	Dry therapeutic	0.173895
UHF0165	CHP06282	Dry therapeutic	0.054023
UHF0165	Moist therapeutic	Dry therapeutic	0.062152
UHF0165	CHP00099	Dry therapeutic	0.082478
UHF0165	Dry therapeutic	Hot therapeutic	0.147061
UHF0165	Hot therapeutic	Hot therapeutic	0.16918
UHF0165	CHP00004	Hot therapeutic	0.048033
UHF0165	CHP00240	Hot therapeutic	0.066368
UHF0165	Cold therapeutic	Hot therapeutic	0.035966
UHF0165	CHP00274	Hot therapeutic	0.066242
UHF0165	CHP00779	Hot therapeutic	0.037004
UHF0165	CHP04764	Hot therapeutic	0.173256
UHF0165	CHP06282	Hot therapeutic	0.052638
UHF0165	Moist therapeutic	Hot therapeutic	0.072539
UHF0165	CHP00099	Hot therapeutic	0.131628
UHF0165	Moist therapeutic	Moist therapeutic	0.125331
UHF0165	Hot therapeutic	Moist therapeutic	0.123419
UHF0165	CHP00099	Moist therapeutic	0.215635
UHF0165	CHP00274	Moist therapeutic	0.105137
UHF0165	Dry therapeutic	Moist therapeutic	0.108191
UHF0165	Cold therapeutic	Moist therapeutic	0.057237
UHF0165	CHP00004	Moist therapeutic	0.031569
UHF0165	CHP00240	Moist therapeutic	0.046307
UHF0165	CHP00779	Moist therapeutic	0.023518
UHF0165	CHP04764	Moist therapeutic	0.127685
UHF0165	CHP06282	Moist therapeutic	0.036049
UHF0197	CHP00779	CHP00779	0.05168
UHF0197	CHP01146	CHP00779	0.034748
UHF0197	CHP02748	CHP00779	0.141032
UHF0197	CHP03343	CHP00779	0.040201
UHF0197	CHP03352	CHP00779	0.101692
UHF0197	CHP06231	CHP00779	0.050983
UHF0197	CHP06240	CHP00779	0.039496
UHF0197	Cold therapeutic	CHP00779	0.072545
UHF0197	Hot therapeutic	CHP00779	0.187349
UHF0197	Dry therapeutic	CHP00779	0.16413
UHF0197	CHP03975	CHP00779	0.024067
UHF0197	CHP05304	CHP00779	0.018294
UHF0197	CHP06212	CHP00779	0.038867
UHF0197	Moist therapeutic	CHP00779	0.03478
UHF0197	CHP00779	CHP01146	0.041035
UHF0197	CHP01146	CHP01146	0.045158
UHF0197	CHP02748	CHP01146	0.139886
UHF0197	CHP03343	CHP01146	0.039885
UHF0197	CHP03352	CHP01146	0.100889
UHF0197	CHP06231	CHP01146	0.050574
UHF0197	CHP06240	CHP01146	0.039196
UHF0197	Cold therapeutic	CHP01146	0.072032
UHF0197	Hot therapeutic	CHP01146	0.1895
UHF0197	Dry therapeutic	CHP01146	0.16658
UHF0197	CHP03975	CHP01146	0.023893
UHF0197	CHP05304	CHP01146	0.018157
UHF0197	CHP06212	CHP01146	0.038567
UHF0197	Moist therapeutic	CHP01146	0.034528
UHF0197	CHP00779	CHP02748	0.041011
UHF0197	CHP01146	CHP02748	0.034473
UHF0197	CHP02748	CHP02748	0.167776
UHF0197	CHP03343	CHP02748	0.039863
UHF0197	CHP03352	CHP02748	0.100833
UHF0197	CHP06231	CHP02748	0.050541
UHF0197	CHP06240	CHP02748	0.039164
UHF0197	Cold therapeutic	CHP02748	0.07201
UHF0197	Hot therapeutic	CHP02748	0.181067
UHF0197	Dry therapeutic	CHP02748	0.158174
UHF0197	CHP03975	CHP02748	0.023888
UHF0197	CHP05304	CHP02748	0.018144
UHF0197	CHP06212	CHP02748	0.038534
UHF0197	Moist therapeutic	CHP02748	0.034512
UHF0197	CHP00779	CHP03343	0.041624
UHF0197	CHP01146	CHP03343	0.034952
UHF0197	CHP02748	CHP03343	0.141956
UHF0197	CHP03343	CHP03343	0.050511
UHF0197	CHP03352	CHP03343	0.102345
UHF0197	CHP06231	CHP03343	0.051312
UHF0197	CHP06240	CHP03343	0.039676
UHF0197	Cold therapeutic	CHP03343	0.072798
UHF0197	Hot therapeutic	CHP03343	0.185768
UHF0197	Dry therapeutic	CHP03343	0.162589
UHF0197	CHP03975	CHP03343	0.024155
UHF0197	CHP05304	CHP03343	0.018357
UHF0197	CHP06212	CHP03343	0.039001
UHF0197	Moist therapeutic	CHP03343	0.034886
UHF0197	CHP00779	CHP03352	0.04076
UHF0197	CHP01146	CHP03352	0.034316
UHF0197	CHP02748	CHP03352	0.138765
UHF0197	CHP03343	CHP03352	0.039624
UHF0197	CHP03352	CHP03352	0.122602
UHF0197	CHP06231	CHP03352	0.050204
UHF0197	CHP06240	CHP03352	0.03906
UHF0197	Cold therapeutic	CHP03352	0.072033
UHF0197	Hot therapeutic	CHP03352	0.185375
UHF0197	Dry therapeutic	CHP03352	0.162284
UHF0197	CHP03975	CHP03352	0.023854
UHF0197	CHP05304	CHP03352	0.018099
UHF0197	CHP06212	CHP03352	0.038404
UHF0197	Moist therapeutic	CHP03352	0.034484
UHF0197	CHP03975	CHP03975	0.082282
UHF0197	Cold therapeutic	CHP03975	0.115012
UHF0197	Hot therapeutic	CHP03975	0.231678
UHF0197	Moist therapeutic	CHP03975	0.104374
UHF0197	CHP00779	CHP03975	0.026033
UHF0197	CHP01146	CHP03975	0.022489
UHF0197	CHP02748	CHP03975	0.091663
UHF0197	CHP03343	CHP03975	0.025626
UHF0197	CHP03352	CHP03975	0.0664
UHF0197	CHP05304	CHP03975	0.023296
UHF0197	CHP06212	CHP03975	0.048161
UHF0197	CHP06231	CHP03975	0.032181
UHF0197	Dry therapeutic	CHP03975	0.100767
UHF0197	CHP06240	CHP03975	0.030081
UHF0197	CHP05304	CHP05304	0.043102
UHF0197	CHP06212	CHP05304	0.072872
UHF0197	CHP06240	CHP05304	0.062658
UHF0197	Dry therapeutic	CHP05304	0.128579
UHF0197	Moist therapeutic	CHP05304	0.058232
UHF0197	Cold therapeutic	CHP05304	0.150806
UHF0197	CHP00779	CHP05304	0.026797
UHF0197	CHP01146	CHP05304	0.022569
UHF0197	CHP02748	CHP05304	0.094118
UHF0197	CHP03343	CHP05304	0.026228
UHF0197	CHP03352	CHP05304	0.067594
UHF0197	CHP03975	CHP05304	0.032664
UHF0197	CHP06231	CHP05304	0.03324
UHF0197	Hot therapeutic	CHP05304	0.180505
UHF0197	CHP05304	CHP06212	0.035109
UHF0197	CHP06212	CHP06212	0.088004
UHF0197	CHP06240	CHP06212	0.06268
UHF0197	Dry therapeutic	CHP06212	0.127638
UHF0197	Moist therapeutic	CHP06212	0.05818
UHF0197	Cold therapeutic	CHP06212	0.149472
UHF0197	CHP00779	CHP06212	0.026648
UHF0197	CHP01146	CHP06212	0.022449
UHF0197	CHP02748	CHP06212	0.093832
UHF0197	CHP03343	CHP06212	0.026097
UHF0197	CHP03352	CHP06212	0.067346
UHF0197	CHP03975	CHP06212	0.032246
UHF0197	CHP06231	CHP06212	0.033076
UHF0197	Hot therapeutic	CHP06212	0.177223
UHF0197	CHP00779	CHP06231	0.041313
UHF0197	CHP01146	CHP06231	0.034695
UHF0197	CHP02748	CHP06231	0.140904
UHF0197	CHP03343	CHP06231	0.040152
UHF0197	CHP03352	CHP06231	0.101577
UHF0197	CHP06231	CHP06231	0.062594
UHF0197	CHP06240	CHP06231	0.039424
UHF0197	Cold therapeutic	CHP06231	0.072367
UHF0197	Hot therapeutic	CHP06231	0.187136
UHF0197	Dry therapeutic	CHP06231	0.163929
UHF0197	CHP03975	CHP06231	0.024018
UHF0197	CHP05304	CHP06231	0.018264
UHF0197	CHP06212	CHP06231	0.038811
UHF0197	Moist therapeutic	CHP06231	0.034708
UHF0197	CHP00779	CHP06240	0.0294
UHF0197	CHP01146	CHP06240	0.024003
UHF0197	CHP02748	CHP06240	0.10005
UHF0197	CHP03343	CHP06240	0.028425
UHF0197	CHP03352	CHP06240	0.07167
UHF0197	CHP06231	CHP06240	0.036361
UHF0197	CHP06240	CHP06240	0.092369
UHF0197	Cold therapeutic	CHP06240	0.148703
UHF0197	Hot therapeutic	CHP06240	0.146973
UHF0197	Dry therapeutic	CHP06240	0.164321
UHF0197	CHP03975	CHP06240	0.019969
UHF0197	CHP05304	CHP06240	0.030389
UHF0197	CHP06212	CHP06240	0.063501
UHF0197	Moist therapeutic	CHP06240	0.043776
UHF0197	Cold therapeutic	Cold therapeutic	0.163809
UHF0197	Hot therapeutic	Cold therapeutic	0.182412
UHF0197	CHP05304	Cold therapeutic	0.035779
UHF0197	CHP06212	Cold therapeutic	0.071894
UHF0197	Dry therapeutic	Cold therapeutic	0.135354
UHF0197	CHP06240	Cold therapeutic	0.072534
UHF0197	CHP00779	Cold therapeutic	0.024213
UHF0197	CHP01146	Cold therapeutic	0.020229
UHF0197	CHP02748	Cold therapeutic	0.083256
UHF0197	CHP03343	Cold therapeutic	0.023588
UHF0197	CHP03352	Cold therapeutic	0.060211
UHF0197	CHP06231	Cold therapeutic	0.029893
UHF0197	CHP03975	Cold therapeutic	0.036136
UHF0197	Moist therapeutic	Cold therapeutic	0.060632
UHF0197	Dry therapeutic	Dry therapeutic	0.17657
UHF0197	Hot therapeutic	Dry therapeutic	0.190307
UHF0197	CHP00779	Dry therapeutic	0.038269
UHF0197	CHP01146	Dry therapeutic	0.0331
UHF0197	CHP02748	Dry therapeutic	0.126861
UHF0197	CHP03343	Dry therapeutic	0.037292
UHF0197	CHP03352	Dry therapeutic	0.093672
UHF0197	CHP06231	Dry therapeutic	0.046556
UHF0197	Cold therapeutic	Dry therapeutic	0.089235
UHF0197	CHP06240	Dry therapeutic	0.050475
UHF0197	CHP05304	Dry therapeutic	0.019902
UHF0197	CHP06212	Dry therapeutic	0.041372
UHF0197	Moist therapeutic	Dry therapeutic	0.034637
UHF0197	CHP03975	Dry therapeutic	0.021667
UHF0197	Dry therapeutic	Hot therapeutic	0.15256
UHF0197	Hot therapeutic	Hot therapeutic	0.212522
UHF0197	CHP00779	Hot therapeutic	0.034574
UHF0197	CHP01146	Hot therapeutic	0.03018
UHF0197	CHP02748	Hot therapeutic	0.115563
UHF0197	CHP03343	Hot therapeutic	0.033814
UHF0197	CHP03352	Hot therapeutic	0.085491
UHF0197	CHP06231	Hot therapeutic	0.042082
UHF0197	Cold therapeutic	Hot therapeutic	0.098284
UHF0197	CHP06240	Hot therapeutic	0.037803
UHF0197	CHP05304	Hot therapeutic	0.022418
UHF0197	CHP06212	Hot therapeutic	0.045228
UHF0197	Moist therapeutic	Hot therapeutic	0.05173
UHF0197	CHP03975	Hot therapeutic	0.03758
UHF0197	Moist therapeutic	Moist therapeutic	0.094771
UHF0197	Hot therapeutic	Moist therapeutic	0.210812
UHF0197	CHP03975	Moist therapeutic	0.069225
UHF0197	CHP05304	Moist therapeutic	0.028678
UHF0197	CHP06212	Moist therapeutic	0.059827
UHF0197	CHP06240	Moist therapeutic	0.046387
UHF0197	Dry therapeutic	Moist therapeutic	0.109499
UHF0197	Cold therapeutic	Moist therapeutic	0.131416
UHF0197	CHP00779	Moist therapeutic	0.024512
UHF0197	CHP01146	Moist therapeutic	0.020982
UHF0197	CHP02748	Moist therapeutic	0.086722
UHF0197	CHP03343	Moist therapeutic	0.024117
UHF0197	CHP03352	Moist therapeutic	0.062625
UHF0197	CHP06231	Moist therapeutic	0.030373
UHF0148	CHP00274	CHP00274	0.053101
UHF0148	CHP02750	CHP00274	0.044744
UHF0148	CHP04047	CHP00274	0.072598
UHF0148	CHP04106	CHP00274	0.037728
UHF0148	CHP04697	CHP00274	0.024043
UHF0148	CHP04902	CHP00274	0.04894
UHF0148	CHP06001	CHP00274	0.014319
UHF0148	CHP06144	CHP00274	0.015027
UHF0148	CHP06157	CHP00274	0.02247
UHF0148	CHP06396	CHP00274	0.045716
UHF0148	Cold therapeutic	CHP00274	0.192521
UHF0148	Hot therapeutic	CHP00274	0.055501
UHF0148	Dry therapeutic	CHP00274	0.15917
UHF0148	CHP02566	CHP00274	0.009324
UHF0148	CHP04322	CHP00274	0.010169
UHF0148	CHP04629	CHP00274	0.015931
UHF0148	CHP06202	CHP00274	0.131119
UHF0148	CHP06212	CHP00274	0.010979
UHF0148	Moist therapeutic	CHP00274	0.028026
UHF0148	CHP03013	CHP00274	0.008511
UHF0148	CHP00274	CHP02566	0.019639
UHF0148	CHP02750	CHP02566	0.025991
UHF0148	CHP04047	CHP02566	0.043514
UHF0148	CHP04106	CHP02566	0.020892
UHF0148	CHP04697	CHP02566	0.014031
UHF0148	CHP04902	CHP02566	0.025859
UHF0148	CHP06001	CHP02566	0.024853
UHF0148	CHP06144	CHP02566	0.007829
UHF0148	CHP06157	CHP02566	0.012234
UHF0148	CHP06396	CHP02566	0.024306
UHF0148	Cold therapeutic	CHP02566	0.174592
UHF0148	Hot therapeutic	CHP02566	0.126337
UHF0148	Dry therapeutic	CHP02566	0.103273
UHF0148	CHP02566	CHP02566	0.023377
UHF0148	CHP04322	CHP02566	0.013013
UHF0148	CHP04629	CHP02566	0.030537
UHF0148	CHP06202	CHP02566	0.20284
UHF0148	CHP06212	CHP02566	0.020425
UHF0148	Moist therapeutic	CHP02566	0.060039
UHF0148	CHP03013	CHP02566	0.026567
UHF0148	CHP00274	CHP02750	0.038689
UHF0148	CHP02750	CHP02750	0.059418
UHF0148	CHP04047	CHP02750	0.074673
UHF0148	CHP04106	CHP02750	0.038561
UHF0148	CHP04697	CHP02750	0.024644
UHF0148	CHP04902	CHP02750	0.050044
UHF0148	CHP06001	CHP02750	0.014413
UHF0148	CHP06144	CHP02750	0.015187
UHF0148	CHP06157	CHP02750	0.022775
UHF0148	CHP06396	CHP02750	0.046539
UHF0148	Cold therapeutic	CHP02750	0.186871
UHF0148	Hot therapeutic	CHP02750	0.055472
UHF0148	Dry therapeutic	CHP02750	0.155277
UHF0148	CHP02566	CHP02750	0.009416
UHF0148	CHP04322	CHP02750	0.010288
UHF0148	CHP04629	CHP02750	0.016103
UHF0148	CHP06202	CHP02750	0.133747
UHF0148	CHP06212	CHP02750	0.011083
UHF0148	Moist therapeutic	CHP02750	0.028239
UHF0148	CHP03013	CHP02750	0.008506
UHF0148	CHP03013	CHP03013	0.05741
UHF0148	CHP04322	CHP03013	0.029911
UHF0148	Cold therapeutic	CHP03013	0.154041
UHF0148	Hot therapeutic	CHP03013	0.165408
UHF0148	Moist therapeutic	CHP03013	0.129053
UHF0148	CHP02566	CHP03013	0.019192
UHF0148	CHP04629	CHP03013	0.031053
UHF0148	CHP06001	CHP03013	0.028111
UHF0148	CHP06202	CHP03013	0.197255
UHF0148	CHP06212	CHP03013	0.02004
UHF0148	Dry therapeutic	CHP03013	0.074307
UHF0148	CHP00274	CHP03013	0.008923
UHF0148	CHP02750	CHP03013	0.012979
UHF0148	CHP04047	CHP03013	0.022618
UHF0148	CHP04106	CHP03013	0.010072
UHF0148	CHP04697	CHP03013	0.007112
UHF0148	CHP04902	CHP03013	0.012195
UHF0148	CHP06144	CHP03013	0.003489
UHF0148	CHP06157	CHP03013	0.005741
UHF0148	CHP06396	CHP03013	0.01114
UHF0148	CHP00274	CHP04047	0.038656
UHF0148	CHP02750	CHP04047	0.045568
UHF0148	CHP04047	CHP04047	0.087415
UHF0148	CHP04106	CHP04047	0.038407
UHF0148	CHP04697	CHP04047	0.024498
UHF0148	CHP04902	CHP04047	0.049823
UHF0148	CHP06001	CHP04047	0.014469
UHF0148	CHP06144	CHP04047	0.015284
UHF0148	CHP06157	CHP04047	0.022872
UHF0148	CHP06396	CHP04047	0.0465
UHF0148	Cold therapeutic	CHP04047	0.187694
UHF0148	Hot therapeutic	CHP04047	0.056113
UHF0148	Dry therapeutic	CHP04047	0.155531
UHF0148	CHP02566	CHP04047	0.00944
UHF0148	CHP04322	CHP04047	0.010324
UHF0148	CHP04629	CHP04047	0.016138
UHF0148	CHP06202	CHP04047	0.133218
UHF0148	CHP06212	CHP04047	0.011128
UHF0148	Moist therapeutic	CHP04047	0.028316
UHF0148	CHP03013	CHP04047	0.008549
UHF0148	CHP00274	CHP04106	0.038782
UHF0148	CHP02750	CHP04106	0.045881
UHF0148	CHP04047	CHP04106	0.074681
UHF0148	CHP04106	CHP04106	0.051599
UHF0148	CHP04697	CHP04106	0.024676
UHF0148	CHP04902	CHP04106	0.050095
UHF0148	CHP06001	CHP04106	0.014422
UHF0148	CHP06144	CHP04106	0.015278
UHF0148	CHP06157	CHP04106	0.022901
UHF0148	CHP06396	CHP04106	0.046653
UHF0148	Cold therapeutic	CHP04106	0.187047
UHF0148	Hot therapeutic	CHP04106	0.055737
UHF0148	Dry therapeutic	CHP04106	0.154559
UHF0148	CHP02566	CHP04106	0.009434
UHF0148	CHP04322	CHP04106	0.010331
UHF0148	CHP04629	CHP04106	0.016139
UHF0148	CHP06202	CHP04106	0.133924
UHF0148	CHP06212	CHP04106	0.011122
UHF0148	Moist therapeutic	CHP04106	0.02826
UHF0148	CHP03013	CHP04106	0.00849
UHF0148	CHP03013	CHP04322	0.037684
UHF0148	CHP04322	CHP04322	0.040199
UHF0148	Cold therapeutic	CHP04322	0.196047
UHF0148	Hot therapeutic	CHP04322	0.10776
UHF0148	Moist therapeutic	CHP04322	0.111128
UHF0148	CHP02566	CHP04322	0.012605
UHF0148	CHP04629	CHP04322	0.020982
UHF0148	CHP06001	CHP04322	0.013779
UHF0148	CHP06202	CHP04322	0.154372
UHF0148	CHP06212	CHP04322	0.014074
UHF0148	Dry therapeutic	CHP04322	0.088484
UHF0148	CHP00274	CHP04322	0.020178
UHF0148	CHP02750	CHP04322	0.027397
UHF0148	CHP04047	CHP04322	0.045595
UHF0148	CHP04106	CHP04322	0.021767
UHF0148	CHP04697	CHP04322	0.014741
UHF0148	CHP04902	CHP04322	0.026292
UHF0148	CHP06144	CHP04322	0.00834
UHF0148	CHP06157	CHP04322	0.013075
UHF0148	CHP06396	CHP04322	0.025368
UHF0148	CHP00274	CHP04629	0.019689
UHF0148	CHP02750	CHP04629	0.026082
UHF0148	CHP04047	CHP04629	0.04368
UHF0148	CHP04106	CHP04629	0.020957
UHF0148	CHP04697	CHP04629	0.014079
UHF0148	CHP04902	CHP04629	0.025934
UHF0148	CHP06001	CHP04629	0.024939
UHF0148	CHP06144	CHP04629	0.007842
UHF0148	CHP06157	CHP04629	0.012259
UHF0148	CHP06396	CHP04629	0.024373
UHF0148	Cold therapeutic	CHP04629	0.171246
UHF0148	Hot therapeutic	CHP04629	0.123777
UHF0148	Dry therapeutic	CHP04629	0.103417
UHF0148	CHP02566	CHP04629	0.01858
UHF0148	CHP04322	CHP04629	0.013031
UHF0148	CHP04629	CHP04629	0.03934
UHF0148	CHP06202	CHP04629	0.203493
UHF0148	CHP06212	CHP04629	0.020449
UHF0148	Moist therapeutic	CHP04629	0.060192
UHF0148	CHP03013	CHP04629	0.026636
UHF0148	CHP00274	CHP04697	0.038834
UHF0148	CHP02750	CHP04697	0.045823
UHF0148	CHP04047	CHP04697	0.074455
UHF0148	CHP04106	CHP04697	0.038606
UHF0148	CHP04697	CHP04697	0.03101
UHF0148	CHP04902	CHP04697	0.050066
UHF0148	CHP06001	CHP04697	0.014476
UHF0148	CHP06144	CHP04697	0.015359
UHF0148	CHP06157	CHP04697	0.022996
UHF0148	CHP06396	CHP04697	0.046716
UHF0148	Cold therapeutic	CHP04697	0.18999
UHF0148	Hot therapeutic	CHP04697	0.056183
UHF0148	Dry therapeutic	CHP04697	0.157379
UHF0148	CHP02566	CHP04697	0.009464
UHF0148	CHP04322	CHP04697	0.010369
UHF0148	CHP04629	CHP04697	0.016186
UHF0148	CHP06202	CHP04697	0.133879
UHF0148	CHP06212	CHP04697	0.011166
UHF0148	Moist therapeutic	CHP04697	0.02835
UHF0148	CHP03013	CHP04697	0.008526
UHF0148	CHP00274	CHP04902	0.03825
UHF0148	CHP02750	CHP04902	0.044916
UHF0148	CHP04047	CHP04902	0.072737
UHF0148	CHP04106	CHP04902	0.03791
UHF0148	CHP04697	CHP04902	0.024136
UHF0148	CHP04902	CHP04902	0.063872
UHF0148	CHP06001	CHP04902	0.014424
UHF0148	CHP06144	CHP04902	0.015202
UHF0148	CHP06157	CHP04902	0.022706
UHF0148	CHP06396	CHP04902	0.046021
UHF0148	Cold therapeutic	CHP04902	0.190996
UHF0148	Hot therapeutic	CHP04902	0.056209
UHF0148	Dry therapeutic	CHP04902	0.157222
UHF0148	CHP02566	CHP04902	0.009393
UHF0148	CHP04322	CHP04902	0.010262
UHF0148	CHP04629	CHP04902	0.016049
UHF0148	CHP06202	CHP04902	0.131689
UHF0148	CHP06212	CHP04902	0.011076
UHF0148	Moist therapeutic	CHP04902	0.028214
UHF0148	CHP03013	CHP04902	0.008561
UHF0148	CHP00274	CHP06001	0.024913
UHF0148	CHP02750	CHP06001	0.028394
UHF0148	CHP04047	CHP06001	0.04659
UHF0148	CHP04106	CHP06001	0.024323
UHF0148	CHP04697	CHP06001	0.015391
UHF0148	CHP04902	CHP06001	0.032514
UHF0148	CHP06001	CHP06001	0.036314
UHF0148	CHP06144	CHP06001	0.009486
UHF0148	CHP06157	CHP06001	0.014149
UHF0148	CHP06396	CHP06001	0.029337
UHF0148	Cold therapeutic	CHP06001	0.15023
UHF0148	Hot therapeutic	CHP06001	0.120696
UHF0148	Dry therapeutic	CHP06001	0.141444
UHF0148	CHP02566	CHP06001	0.016666
UHF0148	CHP04322	CHP06001	0.008381
UHF0148	CHP04629	CHP06001	0.027179
UHF0148	CHP06202	CHP06001	0.179707
UHF0148	CHP06212	CHP06001	0.017681
UHF0148	Moist therapeutic	CHP06001	0.05162
UHF0148	CHP03013	CHP06001	0.025091
UHF0148	CHP00274	CHP06144	0.037967
UHF0148	CHP02750	CHP06144	0.044587
UHF0148	CHP04047	CHP06144	0.072251
UHF0148	CHP04106	CHP06144	0.037635
UHF0148	CHP04697	CHP06144	0.023961
UHF0148	CHP04902	CHP06144	0.048837
UHF0148	CHP06001	CHP06144	0.014308
UHF0148	CHP06144	CHP06144	0.023796
UHF0148	CHP06157	CHP06144	0.022495
UHF0148	CHP06396	CHP06144	0.045663
UHF0148	Cold therapeutic	CHP06144	0.196282
UHF0148	Hot therapeutic	CHP06144	0.055643
UHF0148	Dry therapeutic	CHP06144	0.163267
UHF0148	CHP02566	CHP06144	0.009303
UHF0148	CHP04322	CHP06144	0.010158
UHF0148	CHP04629	CHP06144	0.015894
UHF0148	CHP06202	CHP06144	0.130498
UHF0148	CHP06212	CHP06144	0.010965
UHF0148	Moist therapeutic	CHP06144	0.027951
UHF0148	CHP03013	CHP06144	0.008485
UHF0148	CHP00274	CHP06157	0.037778
UHF0148	CHP02750	CHP06157	0.044307
UHF0148	CHP04047	CHP06157	0.071742
UHF0148	CHP04106	CHP06157	0.037417
UHF0148	CHP04697	CHP06157	0.023808
UHF0148	CHP04902	CHP06157	0.048558
UHF0148	CHP06001	CHP06157	0.014268
UHF0148	CHP06144	CHP06157	0.015
UHF0148	CHP06157	CHP06157	0.033496
UHF0148	CHP06396	CHP06157	0.045433
UHF0148	Cold therapeutic	CHP06157	0.196482
UHF0148	Hot therapeutic	CHP06157	0.055545
UHF0148	Dry therapeutic	CHP06157	0.163922
UHF0148	CHP02566	CHP06157	0.009267
UHF0148	CHP04322	CHP06157	0.010115
UHF0148	CHP04629	CHP06157	0.01583
UHF0148	CHP06202	CHP06157	0.129731
UHF0148	CHP06212	CHP06157	0.010923
UHF0148	Moist therapeutic	CHP06157	0.027856
UHF0148	CHP03013	CHP06157	0.008471
UHF0148	CHP00274	CHP06202	0.019052
UHF0148	CHP02750	CHP06202	0.025253
UHF0148	CHP04047	CHP06202	0.042294
UHF0148	CHP04106	CHP06202	0.020286
UHF0148	CHP04697	CHP06202	0.013633
UHF0148	CHP04902	CHP06202	0.025093
UHF0148	CHP06001	CHP06202	0.023897
UHF0148	CHP06144	CHP06202	0.007595
UHF0148	CHP06157	CHP06202	0.011875
UHF0148	CHP06396	CHP06202	0.023588
UHF0148	Cold therapeutic	CHP06202	0.173684
UHF0148	Hot therapeutic	CHP06202	0.124331
UHF0148	Dry therapeutic	CHP06202	0.099752
UHF0148	CHP02566	CHP06202	0.017858
UHF0148	CHP04322	CHP06202	0.012618
UHF0148	CHP04629	CHP06202	0.029441
UHF0148	CHP06202	CHP06202	0.226472
UHF0148	CHP06212	CHP06202	0.019717
UHF0148	Moist therapeutic	CHP06202	0.057945
UHF0148	CHP03013	CHP06202	0.025591
UHF0148	CHP00274	CHP06212	0.019581
UHF0148	CHP02750	CHP06212	0.02593
UHF0148	CHP04047	CHP06212	0.04342
UHF0148	CHP04106	CHP06212	0.020838
UHF0148	CHP04697	CHP06212	0.013998
UHF0148	CHP04902	CHP06212	0.025786
UHF0148	CHP06001	CHP06212	0.024777
UHF0148	CHP06144	CHP06212	0.007804
UHF0148	CHP06157	CHP06212	0.012198
UHF0148	CHP06396	CHP06212	0.024237
UHF0148	Cold therapeutic	CHP06212	0.173959
UHF0148	Hot therapeutic	CHP06212	0.125603
UHF0148	Dry therapeutic	CHP06212	0.102912
UHF0148	CHP02566	CHP06212	0.018476
UHF0148	CHP04322	CHP06212	0.01297
UHF0148	CHP04629	CHP06212	0.030443
UHF0148	CHP06202	CHP06212	0.202302
UHF0148	CHP06212	CHP06212	0.028441
UHF0148	Moist therapeutic	CHP06212	0.059846
UHF0148	CHP03013	CHP06212	0.026479
UHF0148	CHP00274	CHP06396	0.038078
UHF0148	CHP02750	CHP06396	0.044886
UHF0148	CHP04047	CHP06396	0.072994
UHF0148	CHP04106	CHP06396	0.037838
UHF0148	CHP04697	CHP06396	0.024145
UHF0148	CHP04902	CHP06396	0.049146
UHF0148	CHP06001	CHP06396	0.014172
UHF0148	CHP06144	CHP06396	0.015013
UHF0148	CHP06157	CHP06396	0.022478
UHF0148	CHP06396	CHP06396	0.067054
UHF0148	Cold therapeutic	CHP06396	0.189597
UHF0148	Hot therapeutic	CHP06396	0.054838
UHF0148	Dry therapeutic	CHP06396	0.15713
UHF0148	CHP02566	CHP06396	0.009229
UHF0148	CHP04322	CHP06396	0.010107
UHF0148	CHP04629	CHP06396	0.015784
UHF0148	CHP06202	CHP06396	0.130606
UHF0148	CHP06212	CHP06396	0.010886
UHF0148	Moist therapeutic	CHP06396	0.027653
UHF0148	CHP03013	CHP06396	0.00832
UHF0148	Dry therapeutic	Cold therapeutic	0.150283
UHF0148	Cold therapeutic	Cold therapeutic	0.223138
UHF0148	CHP00274	Cold therapeutic	0.030297
UHF0148	CHP02750	Cold therapeutic	0.033432
UHF0148	CHP04047	Cold therapeutic	0.052033
UHF0148	CHP04106	Cold therapeutic	0.028927
UHF0148	CHP04697	Cold therapeutic	0.018095
UHF0148	CHP04902	Cold therapeutic	0.037277
UHF0148	Hot therapeutic	Cold therapeutic	0.089079
UHF0148	CHP06001	Cold therapeutic	0.014765
UHF0148	CHP06144	Cold therapeutic	0.013361
UHF0148	CHP06157	Cold therapeutic	0.019529
UHF0148	CHP06396	Cold therapeutic	0.036656
UHF0148	CHP02566	Cold therapeutic	0.011626
UHF0148	CHP04322	Cold therapeutic	0.014562
UHF0148	CHP04629	Cold therapeutic	0.019732
UHF0148	CHP06202	Cold therapeutic	0.133863
UHF0148	CHP06212	Cold therapeutic	0.014409
UHF0148	Moist therapeutic	Cold therapeutic	0.043465
UHF0148	CHP03013	Cold therapeutic	0.015433
UHF0148	Dry therapeutic	Dry therapeutic	0.178857
UHF0148	Cold therapeutic	Dry therapeutic	0.211983
UHF0148	CHP00274	Dry therapeutic	0.036251
UHF0148	CHP02750	Dry therapeutic	0.038803
UHF0148	CHP04047	Dry therapeutic	0.059985
