CHP_ID	Sources_Viridiplantae	Sources_Metazoa	Sources_Fungi	Sources_Algae	Sources_Mineral	Sources_PC1	Sources_PC2	Sources_PC3	Sources_PC4	Sources_PC5	Sources_PC6	Sources_PC7	Sources_PC8	Sources_PC9	Sources_PC10	Medicinal_properties_1	Medicinal_properties_2	Medicinal_properties_3	Medicinal_properties_4	Medicinal_properties_5	Medicinal_properties_6	Medicinal_properties_7	Medicinal_properties_8	Medicinal_properties_9	Medicinal_properties_10	Medicinal_properties_11	Medicinal_properties_12	Medicinal_properties_13	Medicinal_properties_14	Medicinal_properties_15	Combination_1	Combination_2	Combination_3	Combination_4	Combination_5	Combination_6	Combination_7	Combination_8	Combination_9	Combination_10	Combination_11	Combination_12	Combination_13	Combination_14	Combination_15	Combination_16	Combination_17	Combination_18	Combination_19	Combination_20	Combination_21	Combination_22	Combination_23	Combination_24	Combination_25	Combination_26	Combination_27	Combination_28	Combination_29	Combination_30	Efficacy_1	Efficacy_2	Efficacy_3	Efficacy_4	Efficacy_5	Efficacy_6	Efficacy_7	Efficacy_8	Efficacy_9	Efficacy_10	Efficacy_11	Efficacy_12	Efficacy_13	Efficacy_14	Efficacy_15	Efficacy_16	Efficacy_17	Efficacy_18	Efficacy_19	Efficacy_20	Efficacy_21	Efficacy_22	Efficacy_23	Efficacy_24	Efficacy_25	Efficacy_26	Efficacy_27	Efficacy_28	Efficacy_29	Efficacy_30
CHP00001	1	0	0	0	0	-0.37478949584870414	1.1392399096839918	-0.882090982813041	0.41269965192572805	-1.210367461057327	0.23459696578613806	1.0174156650484405	-0.2006344920503466	-1.1264905776268137	0.535676378370525	1.7458682959282124	0.7923415031918296	-0.9460389374123477	1.0003717926400753	-0.5290579640214826	-1.2147961731621386	1.299841557814622	-1.729766339956669	-0.21895601751978655	-0.2490900876402625	-1.5430679235012619	-0.2099564846327004	1.0500750827456533	-1.0045570880824795	-1.3478738356306372	-0.518751866614555	-1.7110080081461678	2.0825690308438287	0.6001419774354161	2.0012388421495944	-0.26774246425205434	1.4018934005365753	1.121488097109311	-1.5631316854182347	1.4033687375965325	2.6417232251713423	-0.7490806947558132	1.5681271321662198	-2.1768554848514152	-0.5232082984728921	-0.05167303810388614	-1.0885364858222693	0.16806391206362803	-1.8992196044886764	1.3621302376037343	0.2411417257199713	-2.21901740388058	1.0569777780903293	2.7464966948976572	-0.3827514168035119	0.9559540849814582	0.971858876066099	0.38870662937252426	0.4428260698928161	-3.2022922198730255	-0.9384301951691093	-1.4597046536090634	0.3680857980985368	1.3183812441373397	-0.8560924778810258	1.2931713770885302	1.476911189547685	-1.2564396449819526	-1.6462126694440267	1.6208954210323678	1.6852699263840476	-0.4811617447622814	-1.0427933452342237	1.0371293035318108	0.7747126589650251	1.2219750995385663	-1.346340651751279	-1.4802856909466953	-0.05124945673214117	-1.7227479795815213	-0.8463048823468766	-0.7636152343886324	1.6280039879687043	1.6711945676269973	-0.3491332062421847	1.043606568098235	1.3806850659175005	-0.20339533357613077	1.6618797360619684	0.7773686319008313
CHP00003	1	0	0	0	0	0.42756292037596405	1.2997079168800931	-0.7746478923211821	0.5061065746879876	-0.625394316416484	-0.05568782190128228	0.10828460497022098	0.25291793489796116	1.310048017969338	0.7628026128166033	-0.492294220783305	0.3892704363150286	-0.28492042025195763	1.5173819932155106	1.578234090327078	0.26238419799486634	0.5177679598235856	1.209725052952576	0.41465463711285877	1.226401741286151	0.07818825190210686	-0.43117639863493534	1.0038665261405169	-0.6607112417620021	-0.5418676854679741	0.28279012350397886	-1.6048314998554698	0.29333841694203044	0.5706534096286022	-0.690034421236582	-0.058738081857875636	-0.245136959047558	-1.3061449489653656	-0.6459944094116417	0.6605108700631157	-0.986379677311908	-0.9705933644540763	-0.035972119997347715	0.903982484831503	0.14189923137573945	1.229263776130892	-1.1493551479615973	1.365065898921289	-0.9412424578993088	-0.9173352724948984	-1.3232988315445788	0.06807313926447511	-0.4364375492182714	1.4110919025718291	0.0004175503569816072	0.48642566228479045	0.9895139755381263	-1.179455026545196	-0.2627680029181435	-1.0658142143771978	0.8747742812329061	0.8725418147537886	1.037628416828939	0.938098451244643	-1.4411876141925608	0.5830673598748873	-0.7056859418088602	0.4613099172260398	0.7057710678498867	0.8612039840354635	1.787661252016865	0.7293379363153597	-0.097245939952155	0.5310091498397834	-0.6292696460801461	-0.13470399717011192	1.4178405679597945	-0.7380694625669206	0.10347435282710989	-1.527982153171862	1.5370926614433869	1.0041034195851781	0.30297154519488384	1.3058359652949072	0.41615513281052696	-0.9135466468503634	-0.16042728284151653	1.3467686631707618	-0.5444105045703548	-1.2815106373075882
CHP00004	1	0	0	0	0	0.1643218841422059	1.217601329831114	-0.7977300245434361	0.4634889697188532	-0.6795667981723792	0.01758988966683766	0.2753403913915827	0.13180053376767498	1.4087588740525676	0.8943051371655599	1.0971881065781306	1.7249940589436616	-0.268051820946897	0.6043511306557738	-0.12429102109341773	-0.14638070449432838	-1.3264544886316882	0.28661519747950065	0.7249422356459554	1.3144316622002006	1.27173007146052	0.6527595535457801	0.8843628420109362	-1.4148783644775773	-0.3137787246806281	0.7509795973773311	-0.9255561425963755	2.554932239361494	0.5174299085707676	1.6790234548127927	0.9678651633588525	-0.8616086280775488	-0.9418819945004131	-1.052811942312505	1.2133525321750613	2.665726589084437	0.5308528902781939	1.6151074145024218	-1.8349328533130214	0.850764383114868	-1.4403487350694557	-1.1846011254733355	1.7434684549723851	-0.7545299030415357	-0.10327728463745899	-0.9746607364664674	-1.4856417891264313	0.7614765312283628	2.3293716440585746	0.16835477413507546	-0.2590702311748387	0.18311943945408346	0.6107359238397074	1.2214438619848331	-1.9862124290858045	-0.17459834471753152	-0.7607493025350646	0.6958321357368732	0.9122844668602273	-1.2351324280299036	-1.336684262106033	1.2679847131793092	1.3062475752266374	-1.2501871854098916	-0.40242778967117143	2.0756249957036017	0.47995511466141516	-0.5883301150763194	0.5160486306347779	-0.3040015954707442	-0.5008429722121328	0.27585998422000063	0.4227962449706996	-2.113320234220362	-1.8116251969756887	1.0879116850038921	0.3671803349034414	1.2575304698147298	0.8149945874301259	1.3467126216895517	-0.29360658893498787	-0.04831607059887391	1.3781948086248164	-0.882754802477058	-1.5884858635845216
CHP00014	1	0	0	0	0	0.39725342935963265	1.4623389804782543	-0.8470116956116237	0.559615703664934	-1.241745871441968	0.02182384061257729	0.5376053965502172	0.17769632866282892	-1.241745871441968	0.31656734771120537	-1.0916619398912695	1.2567208756127064	1.495910217796259	-0.8250751231769309	0.23327455625391894	0.9323161481440304	0.31963345773028107	0.15431424820189876	-1.2680711179101711	1.864887528018192	-1.2992026828137981	-1.1401793623908096	-1.040144089002937	-1.2034316062716373	-0.7039761930927158	-0.008592589295450013	-1.0848680066023988	0.9106116028091112	-0.370897624119332	0.36666853786188985	-0.20430973960408164	0.30245149525391635	-0.04150326394422918	-0.9175182794336041	0.17606406763216856	1.1642958300224386	-0.13580439974478237	0.36979207869435476	-0.7719989666761354	-0.12146782316814714	-0.571105481128647	0.006975814053043941	0.21083572838350786	-0.7545689275482542	0.08449523552282132	-0.5407267463257803	-0.5904065675704944	0.06441929094234299	1.0982245746317998	0.40409725392488854	0.5682412649219865	0.38098232307307145	0.4575707488699693	0.31320241762674017	-1.1378070545628929	-0.33633047086870527	0.119738101929898	-0.5204677649072219	-1.6486770198414498	0.37662961686418034	-1.7332849087104822	1.5475905090130828	-1.5027452485663284	-0.43458960246409356	1.2872754199916756	-0.304428970756004	-1.0037653203316017	-0.5696324647808992	-1.7612213412977453	1.4209076100761964	-1.446937765119881	-0.9302479422756591	-1.2495920642067955	1.0449425183555732	-0.786674779971572	-1.0396326548531685	-0.004060848308803483	0.17909961813262412	1.8868201640045175	-0.14082674529276878	-0.888762055989228	-0.7877087452998982	-1.1745011986678942	1.8277697468453789	0.8238827663500471
CHP00019	1	0	0	0	0	-0.5347519913669908	0.5635593415312955	-0.6869005502156091	0.23069864735456447	0.17904007037909403	0.22695955277454907	0.7905380087399374	-0.39555241062355356	-0.18656280754870105	-0.2490054803235891	-1.7694793987723885	0.20406238098196913	-0.6607630263736195	-0.4977499955381732	1.0982702090191596	0.644902260429236	0.3212708731537812	-0.24597368971312933	1.8373703050720016	0.07761628386887255	0.9876903570719852	1.6767702691878328	-1.8053535383663435	-1.7302724855497855	1.8003513056860736	-0.008592589295450013	-1.0848680066023988	0.9106116028091112	-0.370897624119332	0.36666853786188985	-0.20430973960408164	0.30245149525391635	-0.04150326394422918	-0.9175182794336041	0.17606406763216856	1.1642958300224386	-0.13580439974478237	0.36979207869435476	-0.7719989666761354	-0.12146782316814714	-0.571105481128647	0.006975814053043941	0.21083572838350786	-0.7545689275482542	0.08449523552282132	-0.5407267463257803	-0.5904065675704944	0.06441929094234299	1.0982245746317998	0.40409725392488854	0.5682412649219865	0.38098232307307145	0.4575707488699693	0.31320241762674017	-1.1378070545628929	-0.29803437720620357	-0.9773620155289873	-0.8849871706377874	-1.0841124835344578	0.20613953449810765	0.15486474504296566	-1.424694360476459	0.8754037155534449	-0.5566167324514663	-0.3394606383061788	-0.14929152590622843	-0.17797324137071402	-0.6619678348392817	-2.0301479412949948	0.23636658889104223	-1.431333653746452	-0.9099198289913834	-1.0513487164104676	1.068358369776943	-0.4544608793581189	-1.3469360187503452	0.5778946328408073	-1.2124971754507574	0.17210360608697065	0.6805247492586936	-0.9639327069000626	-1.3563037947673593	-0.7805321911981989	1.4501419928638015	0.7962703420107279
CHP00030	1	0	0	0	0	-0.48554610792396774	-0.8069448753120109	-0.9185222970141967	-0.15523832723536216	0.11338640710497659	0.41221222819412867	0.7596034780699951	-0.23772149360061595	-0.4223949340261662	0.49300543233128336	0.5005059094369608	-0.3578355886855401	0.919554124523591	-0.8327479231177073	-1.1722852057765738	-1.5683228867035042	1.3386112689567649	-0.4578802672785497	-1.4161635745628747	-1.076855039928947	1.2013098856146622	-0.471367471403406	-1.1263335008450597	-0.32378421143715225	-0.3267621065219704	-0.008592589295450013	-1.0848680066023988	0.9106116028091112	-0.370897624119332	0.36666853786188985	-0.20430973960408164	0.30245149525391635	-0.04150326394422918	-0.9175182794336041	0.17606406763216856	1.1642958300224386	-0.13580439974478237	0.36979207869435476	-0.7719989666761354	-0.12146782316814714	-0.571105481128647	0.006975814053043941	0.21083572838350786	-0.7545689275482542	0.08449523552282132	-0.5407267463257803	-0.5904065675704944	0.06441929094234299	1.0982245746317998	0.40409725392488854	0.5682412649219865	0.38098232307307145	0.4575707488699693	0.31320241762674017	-1.1378070545628929	0.7697454173620486	1.0814026144389217	-1.039321526314064	-0.259662150699886	0.9101952994317477	-0.5866260607739802	0.24843492523286037	1.3247528164365694	0.9677102783241176	-0.9211347125654045	0.06734461635957555	2.0407373547601373	0.06135335433322804	-1.9909162498514483	0.19357977827302925	-1.2403096285506416	0.0029775192984382638	0.3072306338598989	-1.2950825075992403	-0.9602937467201536	1.3667499583410576	0.43955948098049064	0.52698271689242	0.7878598921385256	1.5687618991119883	-0.6387554533220596	1.07088549646516	0.15392670896589672	-1.0310903600225403	-2.242630692078897
CHP00035	1	0	0	0	0	0.42756292037596405	1.2997079168800931	-0.7746478923211821	0.5061065746879876	-0.625394316416484	-0.05568782190128228	0.10828460497022378	0.25291793489796116	1.3100480179693406	0.7628026128166033	1.6291826743794848	-1.7267559745207828	-0.6108148370426143	-0.5698747908400649	1.0759635257022269	1.4651733076165205	-1.2220854590684451	1.0949152939700852	-0.04123192464269645	-1.667088261456109	-0.40942339078707884	-0.3003282456424972	-0.8229893229960292	-0.17212293849854463	-1.0306062032934766	-0.46643734245280577	-1.5395488555595418	0.013825089070635638	0.30453094396905905	-1.0569536320862847	-1.2888607798440372	0.15217735143752514	0.08406005740155642	-0.8959823266545253	-0.818291337825852	1.3621484109960647	1.3181350008033756	-1.166864114044574	-1.2685427516306556	0.0016957368381152812	-0.6972651048385662	-0.11176839396082633	-0.8493279801590262	-1.299489317149672	-0.7118701032978585	0.3995312110504928	0.3569645170196953	-1.3180356590962838	-1.094462284737286	-0.9087831111086019	0.41169465375761116	-1.1853799475185542	0.108398716013433	1.2927392214199653	-1.5792231268994639	1.1609847622640659	-1.403032361620995	0.6177689332688958	0.9987920144647002	0.7471436421940465	0.3874298917956349	0.8403967160868414	-0.6157069193985861	0.2485906615595916	0.2629891289513345	1.6742495165816642	1.5537650021033904	0.46371365433720657	0.4111689649178438	-1.0288036217931982	0.887167854802519	1.3437469949904628	-0.43975441486793254	-0.40123456330190105	-1.0985712348458567	0.08575371693371604	0.026884289179289225	1.4760876255698667	0.7303778499061653	0.6791943294106852	0.4455747966004838	1.5051406600906438	-0.5768313863158885	-0.7359733636920809	-1.4305007495217654
CHP00037	1	0	0	0	0	-0.04836908938851956	-0.08263464900118998	0.8925151513155145	0.3090030549907985	0.21739382277516586	-0.12474883184436703	0.8784206668580951	0.4531933073673692	-0.3963396780348163	0.310722144730364	-0.6186375604319436	-0.39222406975971597	0.8030453544214574	0.24556105718130125	-0.6316019639129201	0.4781831588945855	0.97152029019012	-1.7196125532691455	-1.41593947315714	1.199612973871166	-1.6256747919366492	0.09281753344574996	-1.6556422667627997	1.5388714873694396	-0.8527674900771158	-0.008592589295450013	-1.0848680066023988	0.9106116028091112	-0.370897624119332	0.36666853786188985	-0.20430973960408164	0.30245149525391635	-0.04150326394422918	-0.9175182794336041	0.17606406763216856	1.1642958300224386	-0.13580439974478237	0.36979207869435476	-0.7719989666761354	-0.12146782316814714	-0.571105481128647	0.006975814053043941	0.21083572838350786	-0.7545689275482542	0.08449523552282132	-0.5407267463257803	-0.5904065675704944	0.06441929094234299	1.0982245746317998	0.40409725392488854	0.5682412649219865	0.38098232307307145	0.4575707488699693	0.31320241762674017	-1.1378070545628929	-0.12279828927402996	-1.680670953986712	0.5443139382301948	-0.07113310207938797	-0.05920801366264613	-1.477147466317318	-0.39919263785889764	-0.3554085739986704	-0.6813360165414614	0.9941304938894832	0.7069911007276694	1.5563006824913712	-0.5676825161899521	-0.8583037075883166	-0.29855399480316747	-0.8717268221587918	0.19818642243993498	0.8963013381007198	-0.4851390676747948	1.1601028463229175	0.3077917270688777	0.7479655347592673	1.1351501801773458	1.0889326231457968	1.1824439302849046	-0.27757602155322786	0.9350057480289504	-0.31464893614952805	-0.7318981156650318	0.1764029561319077
CHP00048	1	0	0	0	0	-0.29996633770277875	-1.0897568646027163	-1.1564010820385602	0.9439894606695781	0.2755849054209141	0.011311835317478144	1.079945078065948	-0.3459041564307974	-0.4208526848834182	0.5010224874653599	-1.243244651375301	-0.2659301074380467	-0.17511554601139848	1.378871593146393	1.7204250606731384	-0.09441065358234396	0.49363487524243105	0.8808638257831555	0.01814604932122566	-1.0574587637516377	-0.07223196782948814	0.4011327512940598	1.565804048054629	-0.6936080740964602	-1.8883707088758321	-0.008592589295450013	-1.0848680066023988	0.9106116028091112	-0.370897624119332	0.36666853786188985	-0.20430973960408164	0.30245149525391635	-0.04150326394422918	-0.9175182794336041	0.17606406763216856	1.1642958300224386	-0.13580439974478237	0.36979207869435476	-0.7719989666761354	-0.12146782316814714	-0.571105481128647	0.006975814053043941	0.21083572838350786	-0.7545689275482542	0.08449523552282132	-0.5407267463257803	-0.5904065675704944	0.06441929094234299	1.0982245746317998	0.40409725392488854	0.5682412649219865	0.38098232307307145	0.4575707488699693	0.31320241762674017	-1.1378070545628929	-1.2769180870816148	-0.9279476361087607	1.4348193178762743	-1.7147368498425377	-0.09373684361515193	-0.47810630421567407	1.546861330687829	-1.1533628435473862	-0.3846118586801234	-0.587517513598773	-0.8037874395326273	1.5265944697593319	-1.286750319163956	-1.21938432937712	0.45517022884511543	-0.28700095988107616	-1.4594593492307841	1.840432172047218	0.1401490828675736	1.2693374267218165	-1.4162103192907731	0.2702559540810567	-0.5261927954863855	0.7867497300594312	1.6944961239222147	-0.5032367791661027	0.8684079198082452	-0.7311881094254552	-0.23925700004262404	0.6704086965695396
CHP00059	1	0	0	0	0	-0.7715699796299974	-1.0088225021220782	-1.0038489227426644	0.4910300850004689	0.16746715613193416	0.3428843081524722	0.9952492557884983	-0.3758891722984526	-0.42697585155192025	0.567677175098633	0.9987765746771228	1.823367046298617	-1.2865279092660136	-0.1338316163976913	-0.9218316468823293	1.1706832626618275	1.7984059957569056	-0.06719406969785836	0.9441449290880792	1.2414447510857665	0.8654807170477825	-1.5094317468713174	0.5976078504976883	-0.29779522235899514	-0.4597262907118221	0.2594283769137192	-1.3167498696403879	1.1935683802841885	0.27768081033132874	-0.6416434622435683	-0.4606870440753148	-0.0796221299449424	-1.3968073502094374	-2.1960820998920836	0.31043830610924833	1.576120703172322	-0.15231958415717495	-0.45382711523569774	-0.15772407448452377	0.15853302131648153	-1.8905132326500718	1.1312360589315116	1.3805696462563457	-1.6892243002310718	0.04853663276691197	0.49741362890539825	-0.9595340650737187	-0.02036294240440996	0.3955129598738924	1.233022946724081	1.4997629126491012	0.7118225653654902	-0.32331309843669576	-0.08509495047156912	-1.5614160996234403	0.7190815095476133	-1.3267311475655377	-0.7965756382887986	-0.2984127850182763	-0.43322130545707443	-1.0444193838956153	0.6989594716047697	1.2165420254128296	-1.4461601158292998	-1.2673156250722348	0.1907171155058652	1.88184731825342	-1.46826297433695	1.088445062259269	0.3554092986194428	0.15402610394033417	-0.508358331479183	-0.7089093101623216	-0.1472587686529143	0.800379362404085	-1.245801693709231	-0.631497786550188	0.3987651170766757	1.326927029270745	1.4220836454753094	-0.3488319488692446	1.312695393435829	-0.527028919638282	-0.08169534327736239	0.6339891568212773
